Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
33853767,She Rides Shotgun,Jordan Harper,"Harper, Jordan",,"=""""","=""""",5.0,Ecco,Kindle Edition,277,2017,2017,2024/11/20,2024/11/12,,,read,,,,1,0
59107997,Everybody Knows,Jordan Harper,"Harper, Jordan",,"=""""","=""""",5.0,Mulholland Books,Kindle Edition,352,2023,2023,2024/11/12,2024/10/28,,,read,,,,1,0
202246100,Heartbreak Is the National Anthem: How Taylor Swift Reinvented Pop Music,Rob Sheffield,"Sheffield, Rob",,"=""0063351315""","=""9780063351318""",0,Dey Street Books,Hardcover,208,2024,2024,,2024/11/12,to-read,to-read (#150),to-read,,,,0,0
8341825,"Pleading Guilty (Kindle County, #3)",Scott Turow,"Turow, Scott",,"=""""","=""""",5.0,"Farrar, Straus and Giroux",Kindle Edition,433,2010,1993,2024/11/08,2024/10/20,,,read,,,,1,0
203579177,The Last One at the Wedding,Jason Rekulak,"Rekulak, Jason",,"=""1250895782""","=""9781250895783""",0,Flatiron Books,Hardcover,338,2024,2024,,2024/11/04,to-read,to-read (#149),to-read,,,,0,0
199635125,Rejection,Tony Tulathimutte,"Tulathimutte, Tony",,"=""0063337878""","=""9780063337879""",0,William Morrow,Hardcover,272,2024,2024,,2024/11/01,to-read,to-read (#148),to-read,,,,0,0
51851615,The Great Alone,Kristin Hannah,"Hannah, Kristin",,"=""""","=""""",5.0,St. Martin's Press,Kindle Edition,450,2020,2018,2024/10/23,2024/08/03,,,read,,,,1,0
61198602,Abandon,Blake Crouch,"Crouch, Blake",,"=""0593598539""","=""9780593598535""",4.0,Ballantine Books,Kindle Edition,451,2023,2009,2024/10/19,2024/09/26,,,read,,,,1,0
208209822,Lifeform,Jenny Slate,"Slate, Jenny",,"=""0316263931""","=""9780316263931""",0,"Little, Brown and Company",Hardcover,240,2024,2024,,2024/10/12,"to-read, library-unavailable","to-read (#147), library-unavailable (#55)",to-read,,,,0,0
38348301,Buttermilk Graffiti: A Chef's Journey to Discover America's New Melting-Pot Cuisine,Edward       Lee,"Lee, Edward",,"=""1579658512""","=""9781579658519""",4.0,Artisan,Kindle Edition,377,2018,2018,2024/10/07,2024/10/01,,,read,,,,1,0
6480781,Open,Andre Agassi,"Agassi, Andre",J.R. Moehringer,"=""0307268195""","=""9780307268198""",0,Knopf,Hardcover,388,2009,2009,,2024/10/03,to-read,to-read (#146),to-read,,,,0,0
53483903,The President's Daughter,Bill Clinton,"Clinton, Bill",James  Patterson,"=""0316540730""","=""9780316540735""",5.0,"Little, Brown and Company and Knopf",Kindle Edition,609,2021,2021,2024/10/01,2021/06/10,,,read,,,,1,0
204927599,Nexus: A Brief History of Information Networks from the Stone Age to AI,Yuval Noah Harari,"Harari, Yuval Noah",,"=""059373422X""","=""9780593734223""",0,Random House,Hardcover,528,2024,2024,,2024/09/24,to-read,to-read (#145),to-read,,,,0,0
59710157,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204177""","=""9780063204171""",5.0,Ecco,Kindle Edition,360,2022,2022,2024/09/22,2024/06/01,,,read,,,,1,0
6565082,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,"McDougall, Christopher",,"=""0307271919""","=""9780307271914""",3.0,Alfred A. Knopf,Kindle Edition,306,2009,2009,2024/09/18,2021/05/29,,,read,,,,1,0
199372731,Eruption,Michael Crichton,"Crichton, Michael",James  Patterson,"=""0316565083""","=""9780316565080""",5.0,"Little, Brown and Company",Kindle Edition,423,2024,2024,2024/09/16,2024/09/10,,,read,,,,1,0
55223004,The Anthropocene Reviewed: Essays on a Human-Centered Planet,John  Green,"Green, John",,"=""""","=""""",4.0,Dutton,ebook,304,2021,2021,2023/07/16,2022/07/06,,,read,,,,1,0
199460331,"Camino Ghosts (Camino Island, #3)",John Grisham,"Grisham, John",,"=""0385546009""","=""9780385546003""",5.0,Vintage,Kindle Edition,297,2024,2024,2024/09/09,2023/12/23,,,read,,,,1,0
201251602,The Book of Dog: A Satire,D.J. Molles,"Molles, D.J.",,"=""""","=""""",0,D.J. Molles Books,Kindle Edition,361,2023,2023,,2024/08/12,"to-read, library-unavailable","to-read (#142), library-unavailable (#54)",to-read,,,,0,0
177058954,"Kill for Me, Kill for You",Steve Cavanagh,"Cavanagh, Steve",,"=""""","=""""",5.0,Atria Books,Kindle Edition,351,2024,2023,2024/09/02,2024/08/29,,,read,,,,1,0
8700873,"The Burden of Proof (Kindle County, #2)",Scott Turow,"Turow, Scott",,"=""""","=""""",4.0,"Farrar, Straus and Giroux",Kindle Edition,527,2009,1990,2024/08/10,2024/08/03,,,read,,,,1,0
30688435,Exit West,Mohsin Hamid,"Hamid, Mohsin",,"=""0735212171""","=""9780735212176""",0,Riverhead Books,Hardcover,231,2017,2017,,2024/08/15,to-read,to-read (#144),to-read,,,,0,0
6867,Atonement,Ian McEwan,"McEwan, Ian",,"=""""","=""""",0,Anchor Books,Paperback,351,2003,2001,,2024/08/14,to-read,to-read (#143),to-read,,,,0,0
210040063,"The Mistletoe Mystery (Molly the Maid, #2.5)",Nita Prose,"Prose, Nita",,"=""0593875443""","=""9780593875445""",0,Ballantine Books,Hardcover,112,2024,2024,,2024/07/31,"to-read, library-unavailable","to-read (#141), library-unavailable (#53)",to-read,,,,0,0
212351396,The Family Experiment,John Marrs,"Marrs, John",,"=""1761562878""","=""9781761562877""",0,Macmillan,Kindle Edition,443,2024,2024,,2024/07/30,to-read,to-read (#140),to-read,,,,0,0
18626849,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""""","=""""",3.0,Vintage,Kindle Edition,285,2010,2002,2024/07/29,2024/07/16,,,read,,,,1,0
8489510,One Day,David Nicholls,"Nicholls, David",,"=""0307739309""","=""9780307739308""",5.0,Vintage,Kindle Edition,435,2010,2009,2024/07/24,2024/03/08,,,read,,,,1,0
40944448,Frogcatchers,Jeff Lemire,"Lemire, Jeff",,"=""1982107375""","=""9781982107376""",0,Gallery 13,Hardcover,112,2019,2019,,2024/07/16,"to-read, library-unavailable","to-read (#138), library-unavailable (#52)",to-read,,,,0,0
203019749,Things Don't Break on Their Own,Sarah Easter Collins,"Collins, Sarah Easter",,"=""0593798333""","=""9780593798331""",0,Crown,Hardcover,259,2024,2024,,2024/07/17,to-read,to-read (#139),to-read,,,,0,0
42044349,Save Me the Plums: My Gourmet Memoir,Ruth Reichl,"Reichl, Ruth",,"=""0679605231""","=""9780679605232""",5.0,Random House,Kindle Edition,288,2019,2019,2024/07/13,2020/03/21,,,read,,,,1,0
2300922,"Reading the OED: One Man, One Year, 21,730 Pages",Ammon Shea,"Shea, Ammon",,"=""0399533982""","=""9780399533983""",0,Perigee Trade,Hardcover,223,2008,2008,,2024/06/28,"to-read, library-unavailable","to-read (#137), library-unavailable (#51)",to-read,,,,0,0
40019010,The Library Book,Susan Orlean,"Orlean, Susan",,"=""""","=""""",2.0,Simon & Schuster,Kindle Edition,338,2018,2018,2024/07/08,2024/05/09,,,read,,,,1,0
177317614,"The Formula: How Rogues, Geniuses, and Speed Freaks Reengineered F1 into the World's Fastest-Growing Sport—A High-Octane History of Formula 1's Rise in America",Joshua Robinson,"Robinson, Joshua",Jonathan Clegg,"=""0063318636""","=""9780063318632""",5.0,Mariner Books,Kindle Edition,298,2024,2024,2024/07/06,2024/03/24,,,read,,,,1,0
112457526,End of Story,A.J. Finn,"Finn, A.J.",,"=""""","=""""",1.0,William Morrow,Kindle Edition,408,2024,2024,2024/06/29,2024/01/25,,,read,,,,1,0
51603444,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",,"=""1488077215""","=""9781488077210""",4.0,Hanover Square Press,Kindle Edition,227,2020,2015,2024/06/23,2024/06/08,,,read,,,,1,0
201255440,You Like It Darker,Stephen  King,"King, Stephen",,"=""""","=""""",3.0,Scribner,Kindle Edition,512,2024,2024,2024/06/11,2024/05/01,,,read,,,,1,0
40670312,The One (Dark Future #1),John Marrs,"Marrs, John",,"=""""","=""""",0,Hanover Square Press,ebook,418,2018,2016,,2024/06/08,to-read,to-read (#135),to-read,,,,0,0
209608728,Tiger Chair,Max Brooks,"Brooks, Max",,"=""1662524161""","=""9781662524165""",0,Amazon Original Stories,Kindle Edition,49,2024,2024,,2024/06/05,"to-read, library-unavailable","to-read (#133), library-unavailable (#50)",to-read,,,,0,0
203020280,Cue the Sun! The Invention of Reality TV,Emily Nussbaum,"Nussbaum, Emily",,"=""0525508996""","=""9780525508991""",0,Random House,Hardcover,464,2024,2024,,2024/05/31,"to-read, library-unavailable","to-read (#132), library-unavailable (#49)",to-read,,,,0,0
31742948,"Return of the King: LeBron James, The Cleveland Cavaliers and the Greatest Comeback in NBA History",Brian Windhorst,"Windhorst, Brian",Dave McMenamin,"=""1478971681""","=""9781478971689""",0,Grand Central Publishing,Hardcover,288,2017,2017,,2024/05/20,"to-read, library-unavailable","to-read (#129), library-unavailable (#48)",to-read,,,,0,0
36742989,"Rescued (Andy Carpenter, #17)",David Rosenfelt,"Rosenfelt, David",,"=""1250133068""","=""9781250133069""",0,Minotaur Books,Hardcover,304,2018,2018,,2024/06/05,to-read,to-read (#134),to-read,,,,0,0
112974860,How to Know a Person: The Art of Seeing Others Deeply and Being Deeply Seen,David  Brooks,"Brooks, David",,"=""059323006X""","=""9780593230084""",0,Random House,Kindle Edition,306,2023,2023,,2024/05/25,to-read,to-read (#131),to-read,,,,0,0
20167686,Seeing Further: The Story of Science and the Royal Society,Bill Bryson,"Bryson, Bill",,"=""""","=""""",0,Mariner Books,Kindle Edition,413,2010,2010,,2024/05/25,to-read,to-read (#130),to-read,,,,0,0
60864829,The Wishing Game,Meg Shaffer,"Shaffer, Meg",,"=""""","=""""",5.0,Ballantine Books,Kindle Edition,294,2023,2023,2024/05/24,2023/11/20,,,read,,,,1,0
181347561,There's Always This Year: On Basketball and Ascension,Hanif Abdurraqib,"Abdurraqib, Hanif",,"=""0593448812""","=""9780593448816""",2.0,Random House,Kindle Edition,327,2024,2024,2024/05/13,2024/03/24,,,read,,,,1,0
61966364,Fire Weather: A True Story from a Hotter World,John Vaillant,"Vaillant, John",,"=""1524732850""","=""9781524732851""",0,Knopf,Hardcover,432,2023,2023,,2024/05/08,"to-read, library-unavailable","to-read (#127), library-unavailable (#47)",to-read,,,,0,0
198493735,The Last of His Kind: Clayton Kershaw and the Burden of Greatness,Andy McCullough,"McCullough, Andy",,"=""0306832593""","=""9780306832598""",0,Grand Central Publishing,Hardcover,400,2024,,,2024/05/05,"to-read, library-unavailable","to-read (#125), library-unavailable (#46)",to-read,,,,0,0
59629562,The Trolls of Wall Street: How the Outcasts and Insurgents Are Hacking the Markets – A Deeply Reported and Suspenseful Account of How a Generation Redefined Money and Power,Nathaniel Popper,"Popper, Nathaniel",,"=""0063205866""","=""9780063205864""",0,Dey Street Books,Hardcover,352,2024,,,2024/04/18,"to-read, library-unavailable","to-read (#122), library-unavailable (#44)",to-read,,,,0,0
22609391,The Wright Brothers,David McCullough,"McCullough, David",,"=""""","=""""",0,Simon & Schuster,Hardcover,320,2015,2015,,2024/05/09,to-read,to-read (#128),to-read,,,,0,0
61724281,"The Best Minds: A Story of Friendship, Madness, and the Tragedy of Good Intentions",Jonathan Rosen,"Rosen, Jonathan",,"=""1594206570""","=""9781594206573""",0,Penguin Press,Hardcover,576,2023,2023,,2024/05/08,to-read,to-read (#126),to-read,,,,0,0
181349982,"Charlie Hustle: The Rise and Fall of Pete Rose, and the Last Glory Days of Baseball",Keith O'Brien,"O'Brien, Keith",,"=""0593317386""","=""9780593317389""",5.0,Vintage,Kindle Edition,725,2024,2024,2024/05/05,2024/03/22,,,read,,,,1,0
58709846,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",2.0,Tor Books,Kindle Edition,400,2021,2006,2024/04/28,2023/10/21,,,read,,,,1,0
29,The Mother Tongue: English and How It Got That Way,Bill Bryson,"Bryson, Bill",,"=""0380715430""","=""9780380715435""",0,William Morrow Paperbacks,Paperback,270,1991,1990,,2024/04/26,to-read,to-read (#123),to-read,,,,0,0
54800699,The Golfer's Carol,Robert  Bailey,"Bailey, Robert",,"=""0593190513""","=""9780593190517""",5.0,G.P. Putnam's Sons,Kindle Edition,240,2020,,2024/04/15,2023/04/20,,,read,,,,1,0
20926278,Revival,Stephen  King,"King, Stephen",,"=""1476770387""","=""9781476770383""",0,Scribner,Hardcover,405,2014,2014,,2024/04/13,to-read,to-read (#121),to-read,,,,0,0
25785290,Refund: Stories,Karen E. Bender,"Bender, Karen E.",,"=""1619026236""","=""9781619026230""",0,Counterpoint,Paperback,256,2015,2015,,2024/04/13,to-read,to-read (#120),to-read,,,,0,0
39931828,Elevation,Stephen  King,"King, Stephen",,"=""""","=""""",5.0,Scribner,Kindle Edition,160,2018,2018,2024/04/10,2023/11/14,,,read,,,,1,0
35906603,The Storied Life of A.J. Fikry,Gabrielle Zevin,"Zevin, Gabrielle",,"=""""","=""""",5.0,Algonquin Books,Kindle Edition,290,2014,2014,2024/04/10,2023/02/11,,,read,,,,1,0
11052864,The Statistical Probability of Love at First Sight,Jennifer E. Smith,"Smith, Jennifer E.",,"=""""","=""""",5.0,Poppy,Kindle Edition,236,2012,2012,2024/04/06,2024/02/02,,,read,,,,1,0
23369370,"Hello, Goodbye, and Everything in Between",Jennifer E. Smith,"Smith, Jennifer E.",,"=""0316334421""","=""9780316334426""",0,Poppy,Hardcover,246,2015,2015,,2024/04/05,to-read,to-read (#119),to-read,,,,0,0
201106101,If You Can't Take the Heat,Michael Ruhlman,"Ruhlman, Michael",,"=""059352344X""","=""9780593523445""",0,Penguin Workshop,Hardcover,320,2024,2024,,2024/03/24,"to-read, library-unavailable","to-read (#118), library-unavailable (#43)",to-read,,,,0,0
61467835,Influence Empire: The Story of Tencent and China's Tech Ambition,Lulu Yilun Chen,"Chen, Lulu Yilun",,"=""1529346878""","=""9781529346879""",0,Hodder & Stoughton,Kindle Edition,320,2022,,,2024/02/22,"to-read, library-unavailable","to-read (#116), library-unavailable (#42)",to-read,,,,0,0
157062582,"The Mystery Guest (Molly the Maid, #2)",Nita Prose,"Prose, Nita",,"=""0593356187""","=""9780593356180""",5.0,Ballantine Books,Hardcover,293,2023,2023,2024/03/23,2023/08/17,library-unavailable,library-unavailable (#25),read,,,,1,0
55994102,Flying Blind: The 737 MAX Tragedy and the Fall of Boeing,Peter Robison,"Robison, Peter",,"=""0385546491""","=""9780385546492""",0,Doubleday,Hardcover,336,2021,2021,,2024/03/18,to-read,to-read (#117),to-read,,,,0,0
38204012,Someday (Every Day #3),David Levithan,"Levithan, David",,"=""039955307X""","=""9780399553073""",3.0,Alfred A. Knopf,Kindle Edition,392,2018,2018,2024/03/12,2024/03/05,,,read,,,,1,0
23923007,"Another Day (Every Day, #2)",David Levithan,"Levithan, David",,"=""0385756224""","=""9780385756228""",5.0,Knopf Books for Young Readers,Kindle Edition,300,2015,2015,2024/03/05,2024/02/28,,,read,,,,1,0
58929334,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession",Michael Finkel,"Finkel, Michael",,"=""0525657339""","=""9780525657330""",5.0,Vintage,Kindle Edition,242,2023,2023,2024/02/25,2023/08/21,,,read,,,,1,0
58009109,The Power Law: Venture Capital and the Making of the New Future,Sebastian Mallaby,"Mallaby, Sebastian",,"=""052555999X""","=""9780525559993""",0,Penguin Press,Hardcover,496,2022,2022,,2024/02/22,to-read,to-read (#115),to-read,,,,0,0
60838950,Chip War: The Fight for the World's Most Critical Technology,Chris   Miller,"Miller, Chris",,"=""1982172029""","=""9781982172022""",4.0,Scribner,Kindle Edition,463,2022,2022,2024/02/21,2023/09/23,,,read,,,,1,0
74894304,The Woman in Me,Britney Spears,"Spears, Britney",,"=""""","=""""",4.0,Gallery Books,Kindle Edition,287,2023,2023,2024/02/04,2023/08/17,library-unavailable,library-unavailable (#26),read,,,,1,0
58248947,The Marriage Act,John Marrs,"Marrs, John",,"=""""","=""""",3.0,Hanover Square Press,Kindle Edition,497,2023,2023,2024/01/28,2024/01/20,,,read,,,,1,0
103487441,Breaking Twitter: Elon Musk and the Most Controversial Corporate Takeover in History,Ben Mezrich,"Mezrich, Ben",,"=""1538707594""","=""9781538707593""",4.0,Grand Central Publishing,Hardcover,336,2023,2023,2024/01/20,2023/09/26,,,read,,,,1,0
62970022,Zero Days,Ruth Ware,"Ware, Ruth",,"=""1982155310""","=""9781982155315""",4.0,Gallery/Scout Press ,Kindle Edition,352,2023,2023,2024/01/07,2024/01/07,,,read,,,,1,0
81401804,"Holly (Holly Gibney, #3)",Stephen  King,"King, Stephen",,"=""""","=""""",5.0,Scribner ,Hardcover,464,2023,2023,2023/12/17,2023/12/17,,,read,,,,1,0
43427290,"A Criminal Justice (Philadelphia Legal, #4)",William L. Myers Jr.,"Jr., William L. Myers",,"=""1542005523""","=""9781542005524""",0,Thomas & Mercer,Kindle Edition,391,2020,2020,,2022/02/02,"to-read, library-unavailable","to-read (#41), library-unavailable (#40)",to-read,,,,0,0
37679020,"A Killer's Alibi (Philadelphia Legal, #3)",William L. Myers Jr.,"Jr., William L. Myers",,"=""1503958310""","=""9781503958319""",0,Thomas & Mercer,Kindle Edition,431,2019,2019,,2022/02/02,"to-read, library-unavailable","to-read (#40), library-unavailable (#39)",to-read,,,,0,0
56665713,"Beautiful World, Where Are You",Sally Rooney,"Rooney, Sally",,"=""""","=""""",3.0,"Farrar, Straus and Giroux",ebook,358,2021,2021,2023/12/31,2023/11/14,,,read,,,,1,0
25647554,The Lost Continent: Travels in Small Town America,Bill Bryson,"Bryson, Bill",,"=""0062434411""","=""9780062434418""",2.0,William Morrow ,Kindle Edition,324,2015,1989,2023/12/24,2023/11/18,,,read,,,,1,0
156552773,Going Infinite: The Rise and Fall of a New Tycoon,Michael   Lewis,"Lewis, Michael",,"=""1324074345""","=""9781324074342""",5.0,W. W. Norton & Company,Kindle Edition,261,2023,2023,2023/12/17,2023/08/17,,,read,,,,1,0
38926465,The Body,Stephen  King,"King, Stephen",,"=""1982103531""","=""9781982103538""",0,Scribner,Paperback,192,2018,1982,,2023/12/10,to-read,to-read (#114),to-read,,,,0,0
10885,The Wise Men: Six Friends and the World They Made,Walter Isaacson,"Isaacson, Walter",Evan Thomas,"=""0684837714""","=""9780684837710""",0,Simon & Schuster,Paperback,864,1997,1986,,2023/11/20,"to-read, library-unavailable, top-10","to-read (#112), library-unavailable (#36), top-10 (#3)",to-read,,,,0,0
10887,Kissinger: A Biography,Walter Isaacson,"Isaacson, Walter",,"=""0743286979""","=""9780743286978""",0,Simon & Schuster,Paperback,896,2005,1992,,2023/11/20,"to-read, library-unavailable","to-read (#111), library-unavailable (#35)",to-read,,,,0,0
62047984,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",0,William Morrow,Paperback,319,2023,2023,,2023/12/10,to-read,to-read (#113),to-read,,,,0,0
7146335,Skippy Dies,Paul Murray,"Murray, Paul",,"=""0241141826""","=""9780241141823""",0,Hamish Hamilton,Paperback,661,2010,2010,,2023/11/18,to-read,to-read (#110),to-read,,,,0,0
32600556,Made for Love,Alissa Nutting,"Nutting, Alissa",,"=""0062280554""","=""9780062280558""",0,Ecco,Hardcover,307,2017,2017,,2023/11/18,to-read,to-read (#109),to-read,,,,0,0
22237161,The Sellout,Paul Beatty,"Beatty, Paul",,"=""0374260508""","=""9780374260507""",0,"Farrar, Straus and Giroux",Hardcover,289,2015,2015,,2023/11/18,to-read,to-read (#108),to-read,,,,0,0
201339849,Entrances and Exits,Michael    Richards,"Richards, Michael",Jerry Seinfeld,"=""1637589131""","=""9781637589137""",0,Permuted Press,Hardcover,425,2024,,,2023/11/08,"to-read, library-unavailable","to-read (#103), library-unavailable (#34)",to-read,,,,0,0
35791968,"Still Me (Me Before You, #3)",Jojo Moyes,"Moyes, Jojo",,"=""0399562451""","=""9780399562457""",0,Pamela Dorman Books,Hardcover,368,2018,2018,,2023/11/14,to-read,to-read (#107),to-read,,,,0,0
34466922,Sleeping Beauties,Stephen  King,"King, Stephen",Owen King,"=""150116340X""","=""9781501163401""",0,Scribner,Hardcover,702,2017,2017,,2023/11/14,to-read,to-read (#106),to-read,,,,0,0
26247008,Truly Madly Guilty,Liane Moriarty,"Moriarty, Liane",,"=""1250125561""","=""9781250125569""",0,Flatiron Books,Hardcover,432,2016,2016,,2023/11/14,to-read,to-read (#105),to-read,,,,0,0
59452407,Mean Baby: A Memoir of Growing Up,Selma Blair,"Blair, Selma",,"=""0525659498""","=""9780525659495""",0,Knopf,Hardcover,320,2022,2022,,2023/11/14,to-read,to-read (#104),to-read,,,,0,0
41150465,The Dilemma,B.A. Paris,"Paris, B.A.",,"=""1250151368""","=""9781250151360""",0,St. Martin's Press,Hardcover,342,2020,2019,,2023/11/04,to-read,to-read (#102),to-read,,,,0,0
54860390,The Therapist,B.A. Paris,"Paris, B.A.",,"=""1250274125""","=""9781250274120""",0,St. Martin's Press,Hardcover,298,2021,2021,,2023/11/04,to-read,to-read (#101),to-read,,,,0,0
36448554,Bring Me Back,B.A. Paris,"Paris, B.A.",,"=""1250151333""","=""9781250151339""",0,St. Martin's Press,Hardcover,291,2018,2018,,2023/11/04,to-read,to-read (#100),to-read,,,,0,0
60093520,The Prisoner,B.A. Paris,"Paris, B.A.",,"=""125027415X""","=""9781250274151""",5.0,St. Martin's Press,Kindle Edition,300,2022,2022,2023/10/30,2023/10/28,,,read,,,,1,0
61843534,"Dark Angel (Letty Davenport, #2)",John Sandford,"Sandford, John",,"=""""","=""""",4.0,G.P. Putnam's Sons,Kindle Edition,416,2023,2023,2023/10/28,2023/09/23,,,read,,,,1,0
156741696,Get the Picture: A Mind-Bending Journey Among the Inspired Artists and Obsessive Art Fiends Who Taught Me How to See,Bianca Bosker,"Bosker, Bianca",,"=""0525562206""","=""9780525562207""",0,Viking,Hardcover,370,2024,2024,,2023/10/05,"to-read, library-unavailable","to-read (#97), library-unavailable (#33)",to-read,,,,0,0
179311311,So Fetch: The Making of Mean Girls (and Why We Are Still So Obsessed with It),Jennifer Keishin Armstrong,"Armstrong, Jennifer Keishin",,"=""006327616X""","=""9780063276161""",0,Dey Street Books,Hardcover,272,2024,2024,,2023/10/05,"to-read, library-unavailable","to-read (#96), library-unavailable (#32)",to-read,,,,0,0
127482608,Come and Get It,Kiley Reid,"Reid, Kiley",,"=""0593328205""","=""9780593328200""",0,G.P. Putnam's Sons,Hardcover,400,2024,2024,,2023/10/05,"to-read, library-unavailable","to-read (#95), library-unavailable (#31)",to-read,,,,0,0
773858,Born Standing Up: A Comic's Life,Steve  Martin,"Martin, Steve",,"=""1416553649""","=""9781416553649""",0,Scribner,Hardcover,207,2007,2007,,2023/10/21,to-read,to-read (#99),to-read,,,,0,0
28512671,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",Seth Stephens-Davidowitz,"Stephens-Davidowitz, Seth",Steven Pinker,"=""0062390856""","=""9780062390851""",0,Dey Street Books,Hardcover,338,2017,2017,,2023/10/21,to-read,to-read (#98),to-read,,,,0,0
813214,The Mist,Stephen  King,"King, Stephen",,"=""""","=""""",0,Signet,Paperback,176,2007,1980,,2023/09/29,to-read,to-read (#94),to-read,,,,0,0
6344781,The Rocket That Fell to Earth: Roger Clemens and the Rage for Baseball Immortality,Jeff Pearlman,"Pearlman, Jeff",,"=""0061724750""","=""9780061724756""",0,Harper,Hardcover,348,2009,2009,,2023/09/16,"to-read, library-unavailable","to-read (#92), library-unavailable (#30)",to-read,,,,0,0
123206645,The Fury,Alex Michaelides,"Michaelides, Alex",,"=""125075898X""","=""9781250758989""",0,Celadon Books,Hardcover,298,2024,2024,,2023/09/12,"to-read, library-unavailable","to-read (#91), library-unavailable (#29)",to-read,,,,0,0
42660463,Twas the Nightshift Before Christmas,Adam Kay,"Kay, Adam",Stephanie von Reiswitz,"=""""","=""""",0,Picador,Hardcover,144,2019,2019,,2023/08/27,"to-read, library-unavailable","to-read (#87), library-unavailable (#28)",to-read,,,,0,0
50532094,Cleo McDougal Regrets Nothing,Allison Winn Scotch,"Scotch, Allison Winn",,"=""1542021219""","=""9781542021210""",0,Lake Union Publishing,Kindle Edition,328,2020,2020,,2023/08/26,"to-read, library-unavailable","to-read (#86), library-unavailable (#27)",to-read,,,,0,0
60833953,Going Zero,Anthony McCarten,"McCarten, Anthony",,"=""006322707X""","=""9780063227071""",0,Harper,Hardcover,304,2023,2023,,2023/09/23,to-read,to-read (#93),to-read,,,,0,0
69704901,Black Sheep,Rachel   Harrison,"Harrison, Rachel",,"=""0593545877""","=""9780593545874""",0,Berkley,Kindle Edition,304,2023,2023,,2023/09/09,to-read,to-read (#90),to-read,,,,0,0
193556625,Have I Told You This Already?: Stories I Don't Want to Forget to Remember,Lauren Graham,"Graham, Lauren",,"=""059335544X""","=""9780593355442""",0,Ballantine Books,Paperback,208,2023,2022,,2023/09/07,to-read,to-read (#89),to-read,,,,0,0
60317128,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",3.0,Harper,ebook,550,2022,2022,2023/09/05,2022/12/03,,,read,,,,1,0
58210933,Trust,Hernan Diaz,"Diaz, Hernan",,"=""""","=""""",0,Riverhead Books,Hardcover,402,2022,2022,,2023/08/31,to-read,to-read (#88),to-read,,,,0,0
57693172,A Flicker in the Dark,Stacy Willingham,"Willingham, Stacy",,"=""1250803829""","=""9781250803825""",3.0,Minotaur Books,Hardcover,357,2022,2022,,2023/08/26,,,read,,,,1,0
91239763,Gambler: Secrets from a Life at Risk,Billy Walters,"Walters, Billy",,"=""1668032856""","=""9781668032855""",0,Avid Reader Press / Simon & Schuster,Hardcover,384,2023,,,2023/08/21,to-read,to-read (#85),to-read,,,,0,0
17802724,The Husband's Secret,Liane Moriarty,"Moriarty, Liane",,"=""0399159347""","=""9780399159343""",0,Berkley,Hardcover,396,2013,2013,,2023/08/20,to-read,to-read (#84),to-read,,,,0,0
18775247,Mr. Mercedes (Bill Hodges #1),Stephen  King,"King, Stephen",,"=""1476754454""","=""9781476754451""",0,Scribner,Hardcover,437,2014,2014,,2023/08/17,to-read,to-read (#83),to-read,,,,0,0
53368275,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",4.0,Vintage,Kindle Edition,324,2007,2006,2023/08/12,2023/07/16,,,read,,,,1,0
9447906,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,"Bryson, Bill",,"=""""","=""""",4.0,Broadway Books,Kindle Edition,305,2010,1998,2023/08/09,2023/06/04,,,read,,,,1,0
17452151,A Face in the Crowd,Stephen  King,"King, Stephen",Stewart O'Nan,"=""""","=""""",4.0,Scribner,Kindle Edition,63,2012,2012,2023/08/01,2023/07/31,,,read,,,,1,0
60617125,None of This Rocks: A Memoir,Joe Trohman,"Trohman, Joe",,"=""0306847353""","=""9780306847356""",0,Da Capo,Hardcover,240,2022,2022,,2022/04/14,"to-read, library-unavailable","to-read (#44), library-unavailable (#9)",to-read,,,,0,0
14241,The Liars' Club,Mary Karr,"Karr, Mary",,"=""0143035746""","=""9780143035749""",0,Penguin Books,Paperback,352,2005,1995,,2023/07/16,to-read,to-read (#81),to-read,,,,0,0
59218704,Verity,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",5.0,Grand Central Publishing,Kindle Edition,333,2021,2018,2023/07/12,2022/10/12,,,read,,,,1,0
